label,message,message_encoded,len_message
0,bbq sit 6ish ur welcome 2 come,"[191, 4, 492, 3, 5]",5
0,know thing s wrong everyso panick start goin bout bein good û,"[8, 51, 6, 563, 101, 387, 522, 9, 560]",9
0,alright m outhave good night,"[343, 2, 9, 47]",4
0,try butt,[48],1
0,hope feel great pls fill abiola,"[46, 64, 52, 59, 656, 672]",6
0,shd n fun bar town ûò sound ok,"[35, 243, 297, 827, 285, 10]",6
0,1 write msg 2 dictionary mode 3cover screen hand 4press   ltgt   5gently remove ur hand interesting,"[79, 662, 82, 3, 847, 330, 11, 645, 4, 330]",10
1,bear pic nick tom pete   dick fact type try gay chat photo upload 08718730666 10pmin 2 stop text 08712460324,"[241, 738, 709, 480, 48, 840, 118, 655, 764, 3, 28, 20]",12
1,500 new mobile 2004 txt nokia 89545   collect todayfrom å1 www4tcbiz 2optout 08718726270150gbpmtmsg18 txtauction,"[320, 37, 34, 876, 24, 104, 237]",7
0,finally ready fyi,"[511, 186]",2
0,auntie huai juan pick phone,"[73, 36]",2
1,double min   double txt   12 price linerental late orange bluetooth mobile mobileupd8 late offer 08000839402 call2optoutlf56,"[345, 77, 345, 24, 535, 314, 68, 262, 812, 34, 489, 68, 152, 520]",14
0,ya tel wat ur problem,"[124, 576, 58, 4, 188]",5
1,1 nokia tone 4 ur mob week txt nok 87021 1st tone free   txtin tell ur friend 150ptone 16 reply hl 4info,"[79, 104, 96, 7, 4, 312, 39, 24, 200, 96, 12, 21, 4, 63, 131, 29]",16
0,dnt wnt tlk wid u,"[580, 381, 1]",3
0,spend day wait ideal path appear forget path walk wait goodnight,"[363, 16, 50, 173, 259, 50, 890]",7
0,ok arm feel weak cuz shot time,"[10, 64, 962, 18]",4
0,reserve ticket saturday eve chennai thirunelvali tirunelvali chennai sunday evei netno ticket availablei want book ticket tackle,"[477, 472, 420, 609, 609, 860, 477, 15, 199, 477]",10
0,storm msg wen u lift d phne u hello u knw wt d real meaning hello     d girl     yes u knw dat girl margaret hello d girlfrnd f grahmbell invnte telphone      moralone 4get d person   bt girlfrnd g o o d n g h t,"[82, 313, 1, 791, 30, 1, 146, 1, 459, 30, 209, 146, 30, 142, 75, 1, 459, 181, 142, 146, 30, 844, 30, 139, 305, 216, 404, 404, 30, 35, 216, 355]",32
0,s ok pop ask bout d tonght wen girl come,"[6, 10, 42, 522, 30, 313, 142, 5]",8
0,e good 4 ur exam later,"[78, 9, 7, 4, 483, 40]",6
0,hope ur head hurt 2   plough way pile iron   stay chinky tonight come round like,"[46, 4, 364, 236, 3, 66, 214, 114, 5, 810, 14]",11
0,oh ki think wi nz player unsold,"[53, 22, 378]",3
0,haha fast lose weight thk muz 4 month den effect geelater aust bk e weight,"[149, 385, 187, 145, 677, 7, 171, 252, 78]",9
0,wonder online love   net cafe   phone recharge   friend net   think boytoy,"[339, 369, 19, 975, 36, 63, 975, 22, 482]",9
0,haha kid papa need drug,"[149, 557, 23, 530]",4
0,thk shld b ya wana 4 lesson haha stretch,"[145, 108, 124, 686, 7, 299, 149]",7
0,oh ok,"[53, 10]",2
0,r meet 4 dinner tonight,"[32, 56, 7, 220, 114]",5
0,s cool gentleman treat dignity respect,"[6, 179, 407]",3
0,shall start hear,"[270, 101, 174]",3
0,wait 4 u lor need 2 feel bad lar,"[50, 7, 1, 27, 23, 3, 64, 192, 194]",9
0,check detailed message,"[128, 61]",2
0,register sinco payee log icicibankcom enter urn   ltgt   confirm beware fraud share disclose urn,"[681, 481, 316, 11, 566, 769]",6
0,decide people care stuff vote care stuff loser,"[292, 137, 90, 154, 90, 154]",6
0,kaiez enjoy ur tuition gee thk e second option sound beta ill yan jiu den msg u,"[170, 4, 145, 78, 374, 285, 17, 252, 82, 1]",10
0,register sinco payee log icicibankcom enter urn   ltgt   confirm beware fraud share disclose urn,"[681, 481, 316, 11, 566, 769]",6
0,cool fun practice baby,"[179, 243, 250]",3
0,actually ready leave house,"[251, 186, 54, 212]",4
0,kkany special today,"[162, 25]",2
1,urgent important information o2 user today lucky day 2 find log httpwwwurawinnercom fantastic surprise await,"[109, 309, 658, 837, 25, 452, 16, 3, 71, 481, 756, 659, 288]",13
0,,[],0
0,ve buck jay noncomittal,"[67, 976, 550]",3
0,hungry,[536],1
0,pls speak customer machan,"[59, 159, 116]",3
0,beneath pale moon light think u dream come true goodnite amp sweet dream,"[923, 488, 22, 1, 281, 5, 310, 80, 208, 281]",10
0,wen ur lovable bcum angry wid u dnt seriously coz angry d childish n true way deep affection care n luv kettoda manda nice day da,"[313, 4, 727, 435, 381, 1, 580, 774, 417, 435, 30, 35, 310, 66, 682, 90, 35, 203, 120, 16, 43]",21
1,dear uve invite xchat final attempt contact u txt chat 86688 150pmsgrcvdhgsuite3422landsroww1j6hl ldn 18 yrs,"[57, 981, 359, 423, 338, 93, 1, 24, 118, 419, 745, 175, 924]",13
0,wat ur opinion abt abt character,"[58, 4, 752, 302, 302]",5
0,jay snicker tell x totally fucking chord speak,"[550, 21, 136, 552, 159]",5
0,nofew hour beforewent hair cut,"[135, 328, 475]",3
0,wonder cos dun rem silver car thk black,"[339, 89, 125, 165, 145]",5
0,lmao pic send,"[241, 13]",2
0,speak feel word silence gud mrng,"[159, 64, 122, 111, 512]",5
0,s currently scotland,"[6, 584]",2
0,work week,"[38, 39]",2
1,congratulation ur award å500 cd gift voucher   free entry 2 å100 weekly draw txt music 87066 tnc wwwldewcom 1 win150ppmx3age16,"[516, 4, 107, 421, 578, 287, 204, 12, 298, 3, 367, 335, 166, 24, 351, 579, 891, 79]",18
0,lol great m hungry,"[95, 52, 2, 536]",4
0,yes message,"[75, 61]",2
0,ill mu like   ltgt   second,"[17, 538, 14, 11, 374]",5
0,ok,[10],1
0,thing r good thanx exam march ve revision fran boyf ve interviw 4 exeter bit worriedx,"[51, 32, 9, 260, 483, 575, 67, 67, 7, 156]",10
0,tell little spreadsheet track idea smoke determine smoke entire month february   ill come,"[21, 269, 702, 306, 306, 171, 17, 5]",8
1,sale   arsenal dartboard good condition double treble,"[839, 9, 345]",3
0,look building coat want sick hurry home wear coat gym,"[97, 15, 776, 826, 26, 841, 648]",7
0,painful personal thought try everybody happy time recognise,"[849, 48, 60, 18]",4
0,thank ve lovely wished rock,"[65, 67, 531, 551]",4
0,intrepid duo great time soon,"[52, 18, 112]",3
0,ask sen come chennai search job,"[42, 5, 609, 358, 163]",5
0,dad oredi,"[271, 514]",2
0,ju hope true   missin cos m missin feel guilty,"[690, 46, 310, 89, 2, 64]",6
0,wat late early mah juz 4 dinner lor aiya dunno,"[58, 68, 150, 573, 315, 7, 220, 27, 261]",9
0,arm fine s cardiff uni,"[155, 6]",2
0,fact leave think addie school tue d,"[709, 54, 22, 272, 30]",5
0,cool breeze bright sun fresh flower twitter bird wait wish u goodmorning amp nice day,"[179, 495, 50, 102, 1, 632, 80, 120, 16]",9
0,yagoe restaurant,[],0
0,ok askd u knw tht,"[10, 625, 1, 459, 610]",5
1,free 1st week entry 2 textpod 4 chance 2 win 40 gb ipod å250 cash wk txt pod 84128 tscs wwwtextpodnet custcare 08712405020,"[12, 200, 39, 298, 3, 7, 184, 3, 33, 822, 646, 490, 91, 329, 24, 650]",16
0,duck chinchilla,[],0
0,marriage function,[],0
0,look like u wil b headstart m leave bout 230ish u r desperate company head earlierwe goin meet rummer,"[97, 14, 1, 416, 108, 2, 54, 522, 1, 32, 434, 364, 387, 56]",14
0,donût fly monkey wot think certainly donût mind friend,"[336, 22, 183, 63]",4
1,register optin subscriber ur draw 4 å100 gift voucher enter receipt correct 80062 s no1 bbc chart,"[681, 4, 166, 7, 367, 287, 204, 316, 621, 6, 832]",11
0,thanks2,[],0
0,msg rajini come,"[82, 5]",2
0,ya ì ure practical lesson start june,"[124, 45, 746, 299, 101]",5
0,s good need drug,"[6, 9, 23, 530]",4
0,stupidit possible,[926],1
0,ì decide fast cos sis home liao,"[45, 292, 385, 89, 456, 26, 225]",7
1,summer finally fancy chat flirt sexy single yr area match reply summer free 2 join optout txt stop help08714742804,"[758, 511, 433, 118, 796, 280, 581, 540, 600, 394, 29, 758, 12, 3, 223, 819, 24, 28]",18
0,u sleep haha spys wat online check n reply mail lor,"[1, 84, 149, 58, 369, 128, 35, 29, 293, 27]",10
1,claire havin borin time   u wanna cum 2nite chat 09099725823 hope 2 c u luv claire xx callså1minmoremobsemspobox45po139wa,"[18, 1, 197, 554, 850, 118, 46, 3, 85, 1, 203, 623]",12
0,fight world easy u win lose bt fightng some1 close u dificult u lose   u lose u win   u lose,"[592, 205, 215, 1, 33, 187, 305, 301, 1, 1, 187, 1, 187, 1, 33, 1, 187]",17
1,buy ringtone text cost 3 pound offer tone etc,"[87, 256, 20, 189, 94, 278, 152, 96, 567]",9
0,yalru lyfu astne chikku bt innu mundhe lyf ali halla ke bilo marriageprogram edhae lyf ovr chikkuali vargu lyfu meow meowd,"[642, 305]",2
0,kinda aah speak tomo,"[817, 159, 451]",3
1,09066362231 urgent mobile 07xxxxxxxxx win å2000 bonus caller prize 020603 2nd attempt reach 09066362231 asap,"[109, 34, 33, 258, 375, 424, 69, 265, 338, 141, 762]",11
0,ok good later come find ì c lucky tell ì early later pple finish ì,"[10, 9, 40, 5, 71, 45, 85, 452, 21, 45, 150, 40, 105, 45]",14
0,wat u thk ill fall actually thk m prone 2 fall lucky dad home ask come n fetch,"[58, 1, 145, 17, 499, 251, 145, 2, 3, 499, 452, 271, 26, 42, 5, 35]",16
1,07801543489 guarantee latest nokia phone 40 gb ipod mp3 player å500 prize txt wordcollect no83355 tcllc nyusa 150pmt msgrcvd18,"[138, 104, 36, 822, 646, 378, 421, 69, 24]",9
0,account refill successfully inr   ltdecimalgt   keralacircle prepay account balance rs   ltdecimalgt   transaction d kr ltgt,"[176, 349, 176, 731, 349, 30, 11]",7
0,touch permission,[396],1
1,hi lucy hubby meetin day fri   b hotel u fancy cumin pls leave msg 2day 09099726395 lucy x callså1minmobsmorelkpobox177hp51fl,"[41, 16, 526, 108, 824, 1, 433, 59, 54, 82, 895, 136]",12
0,7 wonder world 7th 6th ur style 5th ur smile 4th ur personality 3rd ur nature 2nd ur sms 1st ur lovely friendship good morning dear,"[263, 339, 205, 4, 748, 4, 100, 4, 4, 265, 4, 360, 200, 4, 531, 365, 9, 86, 57]",19
0,small dose tablet fever,[639],1
0,oh u real valentine shopping,"[53, 1, 209, 439, 458]",5
0,send email ûò address incomm right,"[13, 406, 827, 377, 70]",5
0,blake night able little early,"[47, 307, 269, 150]",4
0,friendship game play word start march end tomorrow yesterday today e,"[365, 232, 153, 122, 101, 575, 106, 74, 344, 25, 78]",11
0,nice waitshould texte right m pay ticket ya know,"[120, 778, 70, 2, 147, 477, 124, 8]",8
0,m watch lotr w sis dis aft u wan 2 meet 4 dinner nite,"[2, 103, 611, 456, 267, 408, 1, 126, 3, 56, 7, 220, 380]",13
0,away like,"[324, 14]",2
0,think far find check google map place dorm,"[22, 486, 71, 128, 110]",5
0,trip ok tiring lor uni start today ok 4 cos m module jus concentrate final yr project,"[346, 10, 27, 101, 25, 10, 7, 89, 2, 331, 423, 540, 521]",13
0,welp,[],0
0,m guy browsin compulsory,"[2, 113]",2
0,ok,[10],1
0,purity friendship smile read forwarded messageit smile gud evng musthu,"[365, 100, 294, 100, 111]",5
0,sorry ill later,"[31, 17, 40]",3
0,add care dude fuck hey money want,"[497, 90, 337, 242, 55, 121, 15]",7
0,hello lover new job happy think wake slave send teasing kiss sea,"[146, 684, 37, 163, 60, 22, 177, 920, 13, 218, 528]",11
0,tell number gautham,"[21, 62]",2
0,tell need investigate,"[21, 23]",2
0,ok juz receive,"[10, 315, 158]",3
0,believe thing morning want good morning love beautiful morning library later,"[395, 51, 86, 15, 9, 86, 19, 402, 86, 918, 40]",11
1,account credit 500 free text message activate txt word credit 80488 tcs www80488biz,"[176, 291, 320, 12, 20, 61, 24, 122, 291, 276]",10
0,end vomit okay come,"[106, 303, 5]",3
0,moneyas youmoney thinghow sha,[],0
0,weather extra warm cold pls lot vitamin c,"[654, 698, 59, 133, 85]",5
0,hey gal u e drive centre tmr,"[55, 562, 1, 78, 185, 284]",6
0,m yahoo messenger send message ill send mobile mode sha ill reply,"[2, 902, 13, 61, 17, 13, 34, 847, 17, 29]",10
0,m ready   lttimegt,"[2, 186]",2
0,time n smile r crucial thing life time forget smile smile forget time gud noon,"[18, 35, 100, 32, 51, 83, 18, 173, 100, 100, 173, 18, 111, 701]",14
1,sms ac jsco energy high u know 2channel 2day ur leadership skill r strong psychic reply ans wquestion end reply end jsco,"[360, 768, 893, 1, 8, 895, 4, 32, 29, 831, 106, 29, 106]",13
0,hostbase idps linux system,[979],1
1,hot live fantasy 08707509020 20p min ntt ltd po box 1327 croydon cr9 5wb 0870 national rate,"[352, 129, 708, 77, 763, 509, 222, 198, 615, 247]",10
0,don dawhat plan,"[705, 123]",2
0,ill   ltgt   ok,"[17, 11, 10]",3
0,oh god m home,"[53, 182, 2, 26]",4
0,total video converter free download type google search,"[249, 12, 425, 480, 358]",5
1,thank vote sing star karaoke mobile free link reply sing,"[65, 34, 12, 670, 29]",5
0,wen ur lovable bcum angry wid u dnt seriously coz angry d childish n true way deep affection care n luv kettoda manda nice day da,"[313, 4, 727, 435, 381, 1, 580, 774, 417, 435, 30, 35, 310, 66, 682, 90, 35, 203, 120, 16, 43]",21
0,sound like test sayy,"[285, 14, 304]",3
0,u love love u u love want love gud nit,"[1, 19, 19, 1, 1, 19, 15, 19, 111]",9
0,peteis phone jenny college leannewhat,"[36, 513]",2
0,oop sorry check mind pick tomo half station ok,"[953, 31, 128, 183, 73, 451, 196, 10]",8
0,hey sweet wonder moment come   want send file yahoo connection suck remember set page download format disc   tell   know way download big file   download stuff directly internet help great prey   teasing kiss,"[55, 208, 339, 585, 5, 15, 13, 886, 902, 977, 952, 228, 357, 675, 425, 21, 8, 66, 425, 168, 886, 425, 154, 119, 52, 218]",26
0,s champ leave glasgow,"[6, 54]",2
0,kall bestcongrat,[],0
0,wonder ll text,"[339, 317, 20]",3
0,need come home good lovin,"[23, 5, 26, 9]",4
1,brand new mobile music service live free music player arrive shortly install phone browse content artist,"[37, 34, 351, 88, 129, 12, 351, 378, 933, 36, 432]",11
0,shall ask thing mistake,"[270, 42, 51, 814]",4
0,check wid corect spele ie sarcasm,"[128, 381]",2
1,urgent mobile award å2000 bonus caller prize 10803 2nd attempt contact 08714719523 box95qu bt national rate,"[109, 34, 107, 258, 375, 424, 69, 265, 338, 93, 305, 615, 247]",13
0,angry happen dear,"[435, 144, 57]",3
0,thk u dun haf 2 hint e forum lor cos tell ron n darren 2 tell shuhui,"[145, 1, 125, 348, 3, 78, 27, 89, 21, 35, 649, 3, 21]",13
0,yup ok thanx,"[172, 10, 260]",3
0,hict employee,[],0
0,pls pls find aunt nike,"[59, 59, 71]",3
0,wow   love sooo know   barely stand   wonder day love   think miss,"[620, 19, 8, 673, 339, 16, 19, 22, 44]",9
0,screaming mean shout,[117],1
0,hey happen de alright,"[55, 144, 323, 343]",4
0,pick receipt early,"[73, 150]",2
0,think chennai settle,"[22, 609, 883]",3
0,oh dang mean o send lol,"[53, 117, 404, 13, 95]",5
0,unfortunately ve find pick sister airport evening think ill try th,"[67, 71, 73, 438, 273, 22, 17, 48, 523]",9
0,horrible bf v hungry,"[132, 536]",2
0,remember day,"[228, 16]",2
1,win nokia 7250i win free auction send nokia 86021 hgsuite3422land roww1jhl 16,"[33, 104, 33, 12, 461, 13, 104, 899, 131]",9
0,s feel mr real valentine yo valentine tho u hardly play,"[6, 64, 630, 209, 439, 202, 439, 450, 1, 153]",10
0,sound good finger   difficult type,"[285, 9, 908, 663, 480]",5
0,midnight early,[150],1
0,sure m try xavi smoke want smoke tell smoke,"[99, 2, 48, 306, 15, 306, 21, 306]",8
0,k come nordstrom,"[98, 5]",2
0,u konw waht rael friendship m gve yuo exmpel jsut ese tihs msg evrey spllee tihs msg wrnog bt sitll yuo raed wihtuot ayn mitsake goodnight amp nice sleepsweet dream,"[1, 365, 2, 82, 82, 305, 890, 80, 120, 281]",10
0,press conference da,"[713, 43]",2
1,hello orange 1 month free access game news sport plus 10 free text 20 photo message reply yes term apply wwworangecoukow,"[146, 262, 79, 171, 12, 808, 232, 449, 800, 325, 491, 12, 20, 655, 61, 29, 75, 555, 234]",19
0,complete degree use join finance,"[631, 160, 223]",3
0,good afternoon love   job prospect   miss     lazy bleak hmmm   happy fill love,"[9, 279, 19, 163, 44, 786, 790, 60, 656, 19]",10
0,shall disturb u anymore jia,"[270, 685, 1, 859]",4
0,bishan lar nearer need buy early cos buy park car,"[194, 23, 87, 150, 89, 87, 517, 165]",8
0,know oh,"[8, 53]",2
0,dude sux snake old raiden buff,"[337, 393]",2
0,hi ass south tampa preferably kegger,"[41, 590, 934, 836]",4
0,e msg ju u thank gift,"[78, 82, 690, 1, 65, 287]",6
0,u,[1],1
0,ok dear chechi,"[10, 57]",2
0,yeah tote u wanna,"[76, 1, 197]",3
0,ok find dis pierre cardin look normal cost 20 sale,"[10, 71, 267, 97, 803, 189, 839]",7
0,good sleep rhythm person establish rhythm body learn use want know,"[9, 84, 139, 864, 160, 15, 8]",7
0,wat r u,"[58, 32, 1]",3
0,message   truro hospital ext phone phone,"[61, 619, 36, 36]",4
0,single line big meaning miss 4 ur good life   miss ur good life gud nyt,"[581, 157, 168, 44, 7, 4, 9, 83, 44, 4, 9, 83, 111, 607]",14
0,gas money chance gang want grand nature adventure,"[612, 121, 184, 15]",4
0,dnt worryuse ice piece cloth packalso 2 tablet,"[580, 868, 3]",3
0,dude park car sunroof pop sux,"[337, 517, 165]",3
0,ready excellent sub face,"[186, 594, 275]",3
0,tmrw m finish 9 door,"[2, 105, 235, 700]",4
0,  ltgt g day ago guy want sell wifi   ltgt   3 g   ltgt   s blank,"[11, 216, 16, 641, 113, 15, 446, 11, 94, 216, 11, 6]",12
0,late,[68],1
0,m pretty pissed,"[2, 527]",2
0,today accept dayu accept brother sister lover dear1 best1 clos1 lvblefrnd jstfrnd cutefrnd lifpartnr belovd swtheart bstfrnd rply mean enemy,"[25, 801, 801, 390, 438, 684, 721, 117]",8
0,image class,[151],1
0,noi rumour buy apartment chennai,"[87, 873, 609]",3
0,near kalainar tv officethenampet,"[751, 282]",2
1,ur cashbalance currently 500 pound   maximize ur cashin send 86688 150pmsg cc 08718720201 hgsuite3422land roww1j6hl,"[4, 997, 584, 320, 278, 998, 4, 999, 13, 419, 519, 899]",12
1,sms auction   brand new nokia 7250 4 auction today auction free 2 join   txt nokia 86021 hgsuite3422land roww1j6hl,"[360, 461, 37, 104, 7, 461, 25, 461, 12, 3, 223, 24, 104, 899]",14
0,sis catch e e afternoon m watch w c u wan 2 watch today tmr lor,"[456, 470, 78, 78, 279, 2, 103, 611, 85, 1, 126, 3, 103, 25, 284, 27]",16
0,sound gd haha wah u yan jiu fast liao,"[285, 498, 149, 1, 385, 225]",6
0,nosy guess idk react m freak,"[180, 2]",2
0,remember hurt day satanic imposter meneed pay priceso itmay destiny u pray mind,"[228, 236, 16, 147, 1, 728, 183]",7
0,girl happy difficult girl happy u need 1 friend 2 companion 3 lover 4 chef      ltgt   good listener   ltgt   organizer   ltgt   good boyfriend   ltgt   clean   ltgt   sympathetic   ltgt   athletic   ltgt   warm      ltgt   courageous   ltgt   determine   ltgt   true   ltgt   dependable   ltgt   intelligent      ltgt   psychologist   ltgt   p exterminator   ltgt   psychiatrist   ltgt   healer     ltgt   stylist   ltgt   driver    aaniye pudunga venaam,"[142, 60, 663, 142, 60, 1, 23, 79, 63, 3, 94, 684, 7, 11, 9, 11, 11, 9, 11, 699, 11, 11, 11, 698, 11, 11, 11, 310, 11, 11, 11, 11, 766, 11, 11, 11, 11]",37
0,princess bet brotha chase,[253],1
0,shall book chez jule half s ok,"[270, 199, 196, 6, 10]",5
0,hhahhaahahah rofl wtf nig leonardo room,[193],1
0,yep dereks house sunday lt3,"[743, 212, 860]",3
0,cool let know kick   ltgt   ill day,"[179, 72, 8, 734, 11, 17, 16]",7
0,sorry ill later,"[31, 17, 40]",3
0,wonder okay uncle john let know thing nigeria r   ltgt   dollar 2years send know strain plan pay dime dime expect practical like,"[339, 303, 478, 664, 72, 8, 51, 867, 32, 11, 13, 8, 123, 147, 683, 14]",16
0,charge transfer charge withdraw like,"[207, 207, 14]",3
0,search love let love find u s fall love bcoz u force u fall u know smeone hold u bslvyl,"[358, 19, 72, 19, 71, 1, 6, 499, 19, 634, 1, 1, 499, 1, 8, 334, 1, 582]",18
