label,full_message,message_clean
0,That's my honeymoon outfit. :)   ,s honeymoon outfit
0,Will it help if we propose going back again tomorrow   ,help propose tomorrow
1,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08719899230 Identifier Code: 41685 Expires 07/11/04   ,private 2003 account statement 800 unredeemed s m point 08719899230 identifier code 41685 expire 071104
0,Never blame a day in ur life. Good days give u happiness. Bad days give u experience. Both are essential in life! All are Gods blessings! good morning.:   ,blame day ur life good day u happiness bad day u experience essential life god blessing good morning
0,Pls confirm the time to collect the cheque.   ,pls confirm time collect cheque
1,As a Registered Subscriber yr draw 4 a å£100 gift voucher will b entered on receipt of a correct ans. When are the next olympics. Txt ans to 80062   ,register subscriber yr draw 4 å100 gift voucher b enter receipt correct olympics txt ans 80062
1,URGENT! Your Mobile number has been awarded with a å£2000 prize GUARANTEED. Call 09061790121 from land line. Claim 3030. Valid 12hrs only 150ppm   ,urgent mobile number award å2000 prize guarantee 09061790121 land line claim 3030 valid 12hrs 150ppm
0,Daddy will take good care of you :)   ,daddy good care
0,"Yeah probably, I still gotta check out with leo   ",yeah probably got check leo
0,K.then any other special?   ,kthen special
0,Carlos is taking his sweet time as usual so let me know when you and patty are done/want to smoke and I'll tell him to haul ass   ,carlos sweet time usual let know patty donewant smoke ill tell haul ass
0,Ok pa. Nothing problem:-)   ,ok pa problem
0,Have you heard about that job? I'm going to that wildlife talk again tonight if u want2come. Its that2worzels and a wizzle or whatever it is?!    ,hear job m wildlife talk tonight u want2come that2worzel wizzle
0,"God picked up a flower and dippeditinaDEW, lovingly touched itwhichturnedinto u, and the he gifted tomeandsaid,THIS FRIEND IS 4U   ",god pick flower dippeditinadew lovingly touch itwhichturnedinto u gift tomeandsaidthis friend 4u
0,When you came to hostel.   ,come hostel
0,Ok no prob... I'll come after lunch then...   ,ok prob ill come lunch
0,Jus telling u dat i'll b leaving 4 shanghai on 21st instead so we'll haf more time 2 meet up cya...   ,jus tell u dat ill b leave 4 shanghai 21st instead haf time 2 meet cya
0,Are your freezing ? Are you home yet ? Will you remember to kiss your mom in the morning? Do you love me ? Do you think of me ? Are you missing me yet ?   ,freezing   home   remember kiss mom morning love   think   miss
0,You all ready for * big day tomorrow?   ,ready   big day tomorrow
0,I'll probably be around mu a lot   ,ill probably mu lot
0,645   ,645
1,RT-KIng Pro Video Club>> Need help? info@ringtoneking.co.uk or call 08701237397 You must be 16+ Club credits redeemable at www.ringtoneking.co.uk! Enjoy!   ,rtke pro video club need help inforingtonekingcouk 08701237397 16 club credit redeemable wwwringtonekingcouk enjoy
0,Thnx dude. u guys out 2nite?   ,thnx dude u guy 2nite
0,Me sef dey laugh you. Meanwhile how's my darling anjie!   ,sef dey laugh s darling anjie
0,Mm i had my food da from out   ,mm food da
0,"K, makes sense, btw carlos is being difficult so you guys are gonna smoke while I go pick up the second batch and get gas   ",k sense btw carlos difficult guy smoke pick second batch gas
0,Did u download the fring app?   ,u download fring app
0,The 2 oz guy is being kinda flaky but one friend is interested in picking up $ &lt;#&gt;  worth tonight if possible   ,2 oz guy kinda flaky friend interested pick   ltgt   worth tonight possible
0,Friends that u can stay on fb chat with   ,friend u stay fb chat
0,"Fuck babe, I miss you sooooo much !! I wish you were here to sleep with me ... My bed is so lonely ... I go now, to sleep ... To dream of you, my love ...   ",fuck babe miss sooooo   wish sleep   bed lonely   sleep   dream love
0,"Living is very simple.. Loving is also simple.. Laughing is too simple.. Winning is tooo simple.. But, being 'SIMPLE' is very difficult.. Gud nte.:-   ",living simple loving simple laughing simple winning tooo simple simple difficult gud nte
1,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094599   ,u secret admirer look 2 contact ufind rreveal think ur specialcall 09058094599
0,"Ah, well that confuses things, doesnÛ÷t it?   ",ah confuse thing doesnût
1,500 free text msgs. Just text ok to 80488 and we'll credit your account   ,500 free text msgs text ok 80488 credit account
0,Hi Dear Call me its urgnt. I don't know whats your problem. You don't want to work or if you have any other problem at least tell me. Wating for your reply.   ,hi dear urgnt know s problem want work problem tell wate reply
0,Dear how you. Are you ok?   ,dear ok
1,"You have been selected to stay in 1 of 250 top British hotels - FOR NOTHING! Holiday Worth å£350! To Claim, Call London 02072069400. Bx 526, SW73SS   ",select stay 1 250 british hotel   holiday worth å350 claim london 02072069400 bx 526 sw73ss
0,Yes princess! I want to make you happy...   ,yes princess want happy
0,Sounds like you have many talents! would you like to go on a dinner date next week?   ,sound like talent like dinner date week
0,I am going to film 2day da. At 6pm. Sorry da.   ,film 2day da 6 pm sorry da
0,We not watching movie already. Xy wants 2 shop so i'm shopping w her now.   ,watch movie xy want 2 shop m shop w
0,Hello my little party animal! I just thought I'd buzz you as you were with your friends ...*grins*... Reminding you were loved and send a naughty adoring kiss   ,hello little party animal think d buzz friend grin remind love send naughty adore kiss
0,Yesterday its with me only . Now am going home.   ,yesterday   home
1,"Eerie Nokia tones 4u, rply TONE TITLE to 8007 eg TONE DRACULA to 8007 Titles: GHOST, ADDAMSFA, MUNSTERS, EXORCIST, TWILIGHT www.getzed.co.uk POBox36504W45WQ 150p   ",eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munster exorcist twilight wwwgetzedcouk pobox36504w45wq 150p
0,"You have come into my life and brought the sun ..Shiny down on me, warming my heart. Putting a constant smile on my face ... Making me feel loved and cared for   ",come life bring sun shiny warm heart constant smile face   feel love care
0,"No shit, but I wasn't that surprised, so I went and spent the evening with that french guy I met in town here and we fooled around a bit but I didn't let him fuck me   ",shit surprised spend evening french guy meet town fool bit let fuck
1,"0A$NETWORKS allow companies to bill for SMS, so they are responsible for their \suppliers\""  just as a shop has to give a guarantee on what they sell. B. G.""  ",0anetworks allow company bill sms responsible supplier   shop guarantee sell b g
0,Great comedy..cant stop laughing da:)   ,great comedycant stop laugh da
1,FreeMsg:Feelin kinda lnly hope u like 2 keep me company! Jst got a cam moby wanna c my pic?Txt or reply DATE to 82242 Msg150p 2rcv Hlp 08712317606 stop to 82242   ,freemsgfeelin kinda lnly hope u like 2 company jst cam moby wanna c pictxt reply date 82242 msg150p 2rcv hlp 08712317606 stop 82242
0,"Alright, we're all set here, text the man   ",alright set text man
0,"Hi , where are you? We're at  and they're not keen to go out i kind of am but feel i shouldn't so can we go out tomo, don't mind do you?   ",hi     keen kind feel tomo mind
0,Sleeping nt feeling well   ,sleep feel
0,U WILL SWITCH YOUR FONE ON DAMMIT!!   ,u switch fone dammit
0,India have to take lead:)   ,india lead
0,I.ll post her out l8r. In class   ,ill post l8r class
0,Thts wat Wright Brother did to fly..   ,tht wat wright brother fly
0,"Evening * v good if somewhat event laden. Will fill you in, don't you worry Û_ Head * ok but throat * wrecked. See you at six then!   ",evening   v good somewhat event laden fill worry û head   ok throat   wreck
0,If u laugh really loud.. If u talk spontaneously.. If u dont care what others feel.. U are probably with your dear &amp; best friends.. GOODEVENING Dear..:)   ,u laugh loud u talk spontaneously u care feel u probably dear amp good friend goodevene dear
0,ITS A LAPTOP TAKE IT WITH YOU.   ,laptop
0,I dont have any of your file in my bag..i was in work when you called me.i 'll tell you if i find anything in my room.   ,file bagi work mei ll tell find room
0,I wan but too early lei... Me outside now wun b home so early... Neva mind then...   ,wan early lei outside wun b home early neva mind
1,"For ur chance to win a å£250 cash every wk TXT: ACTION to 80608. T's&C's www.movietrivia.tv custcare 08712405022, 1x150p/wk   ",ur chance win å250 cash wk txt action 80608 tscs wwwmovietriviatv custcare 08712405022 1x150pwk
0,I was at bugis juz now wat... But now i'm walking home oredi... ÌÏ so late then reply... I oso saw a top dat i like but din buy... Where r Ì_ now?    ,bugis juz wat m walk home oredi ìï late reply oso dat like din buy r ì
0,"Wishing you and your family Merry \X\"" mas and HAPPY NEW Year in advance..""   ",wish family merry x mas happy new year advance
0,At 7 we will go ok na.   ,7 ok na
0,Yes I posted a couple of pics on fb. There's still snow outside too. I'm just waking up :)   ,yes post couple pic fb s snow outside m wake
0,S:-)if we have one good partnership going we will take lead:)   ,sif good partnership lead
1,RGENT! This is the 2nd attempt to contact U!U have WON å£1250 CALL 09071512433 b4 050703 T&CsBCM4235WC1N3XX. callcost 150ppm mobilesvary. maxå£7. 50   ,rgent 2nd attempt contact uu win å1250 09071512433 b4 050703 tcsbcm4235wc1n3xx callcost 150ppm mobilesvary maxå7 50
0,"Yeah, where's your class at?   ",yeah s class
0,No just send to you. Bec you in temple na.   ,send bec temple na
0,"You aren't coming home between class, right? I need to work out and shower!   ",come home class right need work shower
1,Hi if ur lookin 4 saucy daytime fun wiv busty married woman Am free all next week Chat now 2 sort time 09099726429 JANINExx Callså£1/minMobsmoreLKPOBOX177HP51FL   ,hi ur lookin 4 saucy daytime fun wiv busty married woman free week chat 2 sort time 09099726429 janinexx callså1minmobsmorelkpobox177hp51fl
0,S but mostly not like that.   ,s like
0,ÌÏ v ma fan...   ,ìï v ma fan
0,Dunno cos i was v late n when i reach they inside already... But we ate spageddies lor... It's e gals who r laughing at me lor...   ,dunno cos v late n reach inside eat spageddies lor e gal r laugh lor
0,Guess who spent all last night phasing in and out of the fourth dimension   ,guess spend night phase fourth dimension
0,So now my dad is gonna call after he gets out of work and ask all these crazy questions.   ,dad work ask crazy question
0,"Yes..but they said its IT.,   ",yesbut
0,"Very hurting n meaningful lines ever: \I compromised everything for my love  But at d end my love compromised me for everything:-(\"".. Gud mornin:-)""  ",hurt n meaningful line compromise love   d end love compromise gud mornin
0,Lmao!nice 1   ,lmaonice 1
0,Glad to see your reply.   ,glad reply
1,URGENT! We are trying to contact U. Todays draw shows that you have won a å£800 prize GUARANTEED. Call 09050001295 from land line. Claim A21. Valid 12hrs only   ,urgent try contact u today draw win å800 prize guarantee 09050001295 land line claim a21 valid 12hrs
1,Monthly password for wap. mobsi.com is 391784. Use your wap phone not PC.   ,monthly password wap mobsicom 391784 use wap phone pc
0,Nah dub but je still buff   ,nah dub je buff
0,"Painful words- \I thought being Happy was the most toughest thing on Earth... But  the toughest is acting Happy with all unspoken pain inside..\""""  ",painful word think happy tough thing earth   tough act happy unspoken pain inside
0,"Yeah, that's fine! It's å£6 to get in, is that ok?    ",yeah s fine å6 ok
0,Lol where do u come up with these ideas?   ,lol u come idea
0,"So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. Sh!jas   ",people special sight remain special till sight maintain till life end shjas
0,"Today is \song dedicated day..\"" Which song will u dedicate for me? Send this to all ur valuable frnds but first rply me...""   ",today song dedicated day song u dedicate send ur valuable frnd rply
0,Okay... We wait ah   ,okay wait ah
0,Y lei?   ,y lei
0,HI BABE U R MOST LIKELY TO BE IN BED BUT IM SO SORRY ABOUT TONIGHT! I REALLY WANNA SEE U TOMORROW SO CALL ME AT 9. LOVE ME XXX   ,hi babe u r likely bed m sorry tonight wanna u tomorrow 9 love xxx
0,Already am squatting is the new way of walking   ,squat new way walk
